League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
LaLiga ,15/16 ,19 ,Real Sociedad ,Valencia ,2 ,0 ,50% ,50% ,24 ,10 ,7 ,3 ,8 ,6 ,9 ,1 ,5 ,6 ,0 ,6 ,0 ,0 ,3 ,4 ,null ,null ,1 ,1 ,1 ,0 ,16 ,6 ,8 ,4 ,3 ,5 ,423 ,438 ,337 (80%) ,334 (76%) ,60 ,59 ,19 ,15 ,47% ,53% ,7 ,5 ,1 ,2 ,4 ,3 ,2 ,0 ,1 ,4 ,0 ,5 ,1 ,2 ,null ,null ,1 ,1 ,1 ,0 ,3 ,3 ,4 ,2 ,2 ,1 ,213 ,238 ,174 (82%) ,188 (79%) ,28 ,27 ,7 ,5 ,52% ,48% ,17 ,5 ,6 ,1 ,4 ,3 ,7 ,1 ,4 ,2 ,0 ,1 ,2 ,2 ,null ,null ,0 ,0 ,0 ,0 ,13 ,3 ,4 ,2 ,1 ,4 ,210 ,200 ,163 (78%) ,146 (73%) ,32 ,32 ,12 ,10 ,
LaLiga ,15/16 ,19 ,Eibar ,Espanyol ,2 ,1 ,52% ,48% ,20 ,7 ,6 ,4 ,9 ,2 ,5 ,1 ,8 ,2 ,2 ,5 ,0 ,0 ,3 ,2 ,null ,null ,0 ,1 ,null ,null ,16 ,3 ,4 ,4 ,3 ,4 ,391 ,373 ,290 (74%) ,258 (69%) ,60 ,67 ,19 ,19 ,56% ,44% ,11 ,3 ,2 ,2 ,5 ,1 ,4 ,0 ,6 ,2 ,1 ,1 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,9 ,1 ,2 ,2 ,1 ,1 ,198 ,165 ,149 (75%) ,103 (62%) ,30 ,32 ,11 ,11 ,48% ,52% ,9 ,4 ,4 ,2 ,4 ,1 ,1 ,1 ,2 ,0 ,1 ,4 ,3 ,2 ,null ,null ,0 ,1 ,null ,null ,7 ,2 ,2 ,2 ,2 ,3 ,193 ,208 ,141 (73%) ,155 (75%) ,30 ,35 ,8 ,8 ,
LaLiga ,15/16 ,19 ,Las Palmas ,Málaga ,1 ,1 ,58% ,42% ,5 ,11 ,3 ,3 ,2 ,6 ,0 ,2 ,2 ,5 ,0 ,1 ,0 ,0 ,5 ,4 ,null ,null ,null ,null ,null ,null ,2 ,8 ,3 ,3 ,2 ,2 ,539 ,369 ,453 (84%) ,282 (76%) ,58 ,52 ,19 ,12 ,58% ,42% ,1 ,5 ,0 ,2 ,1 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,0 ,3 ,1 ,2 ,2 ,0 ,273 ,192 ,227 (83%) ,149 (78%) ,28 ,28 ,9 ,8 ,58% ,42% ,4 ,6 ,3 ,1 ,1 ,3 ,0 ,2 ,1 ,4 ,0 ,1 ,3 ,3 ,null ,null ,null ,null ,null ,null ,2 ,5 ,2 ,1 ,0 ,2 ,266 ,177 ,226 (85%) ,133 (75%) ,30 ,24 ,10 ,4 ,
LaLiga ,15/16 ,19 ,Celta Vigo ,Atlético Madrid ,0 ,2 ,55% ,45% ,6 ,10 ,1 ,3 ,2 ,5 ,3 ,2 ,4 ,4 ,0 ,1 ,0 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,2 ,4 ,4 ,6 ,1 ,1 ,544 ,435 ,436 (80%) ,322 (74%) ,63 ,69 ,16 ,12 ,54% ,46% ,3 ,6 ,1 ,0 ,1 ,4 ,1 ,2 ,2 ,2 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,2 ,2 ,4 ,0 ,1 ,265 ,220 ,207 (78%) ,158 (72%) ,36 ,38 ,11 ,8 ,56% ,44% ,3 ,4 ,0 ,3 ,1 ,1 ,2 ,0 ,2 ,2 ,0 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,1 ,2 ,2 ,2 ,1 ,0 ,279 ,215 ,229 (82%) ,164 (76%) ,27 ,31 ,5 ,4 ,
LaLiga ,15/16 ,20 ,Sevilla ,Málaga ,2 ,1 ,53% ,47% ,8 ,14 ,4 ,3 ,3 ,5 ,1 ,6 ,6 ,4 ,5 ,0 ,0 ,0 ,4 ,4 ,1 ,1 ,null ,null ,2 ,0 ,7 ,5 ,1 ,9 ,2 ,1 ,412 ,341 ,332 (81%) ,234 (69%) ,54 ,66 ,12 ,18 ,57% ,43% ,4 ,6 ,2 ,1 ,2 ,3 ,0 ,2 ,4 ,1 ,2 ,0 ,2 ,1 ,0 ,0 ,null ,null ,2 ,0 ,3 ,2 ,1 ,4 ,1 ,0 ,235 ,171 ,194 (83%) ,111 (65%) ,19 ,31 ,1 ,11 ,49% ,51% ,4 ,8 ,2 ,2 ,1 ,2 ,1 ,4 ,2 ,3 ,3 ,0 ,2 ,3 ,1 ,1 ,null ,null ,0 ,0 ,4 ,3 ,0 ,5 ,1 ,1 ,177 ,170 ,138 (78%) ,123 (72%) ,35 ,35 ,11 ,7 ,
LaLiga ,15/16 ,20 ,Celta Vigo ,Levante ,4 ,3 ,57% ,43% ,14 ,17 ,6 ,7 ,3 ,7 ,5 ,3 ,6 ,2 ,5 ,1 ,0 ,0 ,1 ,3 ,null ,null ,null ,null ,null ,null ,8 ,8 ,6 ,9 ,4 ,2 ,505 ,370 ,386 (76%) ,244 (66%) ,48 ,67 ,10 ,26 ,65% ,35% ,6 ,4 ,2 ,2 ,1 ,2 ,3 ,0 ,4 ,1 ,1 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,3 ,2 ,3 ,2 ,2 ,0 ,305 ,157 ,245 (80%) ,100 (64%) ,25 ,36 ,5 ,14 ,48% ,52% ,8 ,13 ,4 ,5 ,2 ,5 ,2 ,3 ,2 ,1 ,4 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,5 ,6 ,3 ,7 ,2 ,2 ,200 ,213 ,141 (71%) ,144 (68%) ,23 ,31 ,5 ,12 ,
LaLiga ,15/16 ,20 ,Villarreal ,Real Betis ,0 ,0 ,50% ,50% ,9 ,15 ,2 ,2 ,4 ,7 ,3 ,6 ,7 ,11 ,0 ,3 ,0 ,0 ,2 ,1 ,null ,null ,1 ,0 ,0 ,1 ,4 ,10 ,5 ,5 ,2 ,2 ,516 ,500 ,404 (78%) ,397 (79%) ,60 ,55 ,14 ,15 ,46% ,54% ,5 ,7 ,1 ,2 ,3 ,2 ,1 ,3 ,2 ,5 ,0 ,2 ,1 ,0 ,null ,null ,1 ,0 ,0 ,0 ,2 ,5 ,3 ,2 ,2 ,1 ,256 ,297 ,202 (79%) ,241 (81%) ,22 ,29 ,6 ,7 ,55% ,45% ,4 ,8 ,1 ,0 ,1 ,5 ,2 ,3 ,5 ,6 ,0 ,1 ,1 ,1 ,null ,null ,0 ,0 ,0 ,1 ,2 ,5 ,2 ,3 ,0 ,1 ,260 ,203 ,202 (78%) ,156 (77%) ,38 ,26 ,8 ,8 ,
LaLiga ,15/16 ,20 ,Real Sociedad ,Deportivo La Coruña ,1 ,1 ,63% ,37% ,16 ,7 ,6 ,4 ,6 ,3 ,4 ,0 ,9 ,4 ,4 ,5 ,0 ,0 ,1 ,2 ,null ,null ,2 ,0 ,0 ,1 ,11 ,5 ,5 ,2 ,3 ,5 ,591 ,352 ,497 (84%) ,243 (69%) ,59 ,44 ,16 ,13 ,64% ,36% ,9 ,5 ,5 ,2 ,2 ,3 ,2 ,0 ,4 ,2 ,1 ,1 ,0 ,0 ,null ,null ,0 ,0 ,0 ,1 ,6 ,3 ,3 ,2 ,1 ,5 ,315 ,182 ,266 (84%) ,123 (68%) ,28 ,18 ,7 ,7 ,63% ,37% ,7 ,2 ,1 ,2 ,4 ,0 ,2 ,0 ,5 ,2 ,3 ,4 ,1 ,2 ,null ,null ,2 ,0 ,0 ,0 ,5 ,2 ,2 ,0 ,2 ,0 ,276 ,170 ,231 (84%) ,120 (71%) ,31 ,26 ,9 ,6 ,
LaLiga ,15/16 ,20 ,Valencia ,Rayo Vallecano ,2 ,2 ,50% ,50% ,13 ,18 ,5 ,8 ,3 ,5 ,5 ,5 ,7 ,9 ,5 ,0 ,0 ,0 ,1 ,3 ,null ,null ,0 ,1 ,1 ,1 ,7 ,12 ,6 ,6 ,6 ,3 ,399 ,381 ,305 (76%) ,292 (77%) ,73 ,62 ,19 ,14 ,44% ,56% ,3 ,8 ,1 ,4 ,1 ,3 ,1 ,1 ,3 ,5 ,1 ,0 ,0 ,1 ,null ,null ,0 ,1 ,0 ,0 ,2 ,6 ,1 ,2 ,3 ,1 ,191 ,231 ,147 (77%) ,189 (82%) ,31 ,30 ,10 ,8 ,57% ,43% ,10 ,10 ,4 ,4 ,2 ,2 ,4 ,4 ,4 ,4 ,4 ,0 ,1 ,2 ,null ,null ,0 ,0 ,1 ,1 ,5 ,6 ,5 ,4 ,3 ,2 ,208 ,150 ,158 (76%) ,103 (69%) ,42 ,32 ,9 ,6 ,
LaLiga ,15/16 ,20 ,Real Madrid ,Sporting Gijón ,5 ,1 ,67% ,33% ,17 ,9 ,9 ,2 ,4 ,4 ,4 ,3 ,4 ,4 ,5 ,1 ,0 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,13 ,4 ,4 ,5 ,1 ,4 ,719 ,344 ,661 (92%) ,272 (79%) ,52 ,35 ,7 ,2 ,72% ,28% ,12 ,4 ,6 ,1 ,3 ,0 ,3 ,3 ,3 ,1 ,5 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,10 ,2 ,2 ,2 ,1 ,1 ,369 ,140 ,342 (93%) ,108 (77%) ,25 ,14 ,3 ,0 ,62% ,38% ,5 ,5 ,3 ,1 ,1 ,4 ,1 ,0 ,1 ,3 ,0 ,1 ,1 ,1 ,null ,null ,null ,null ,null ,null ,3 ,2 ,2 ,3 ,0 ,3 ,350 ,204 ,319 (91%) ,164 (80%) ,27 ,21 ,4 ,2 ,
LaLiga ,15/16 ,20 ,Getafe ,Espanyol ,3 ,1 ,36% ,64% ,18 ,13 ,4 ,6 ,10 ,7 ,4 ,0 ,3 ,7 ,1 ,3 ,0 ,0 ,3 ,2 ,null ,null ,4 ,1 ,null ,null ,12 ,9 ,6 ,4 ,4 ,1 ,313 ,543 ,234 (75%) ,457 (84%) ,56 ,54 ,13 ,11 ,41% ,59% ,11 ,5 ,2 ,3 ,6 ,2 ,3 ,0 ,3 ,1 ,0 ,2 ,0 ,0 ,null ,null ,2 ,0 ,null ,null ,8 ,4 ,3 ,1 ,2 ,0 ,186 ,269 ,146 (78%) ,225 (84%) ,24 ,22 ,4 ,5 ,31% ,69% ,7 ,8 ,2 ,3 ,4 ,5 ,1 ,0 ,0 ,6 ,1 ,1 ,3 ,2 ,null ,null ,2 ,1 ,null ,null ,4 ,5 ,3 ,3 ,2 ,1 ,127 ,274 ,88 (69%) ,232 (85%) ,32 ,32 ,9 ,6 ,
LaLiga ,15/16 ,20 ,Las Palmas ,Atlético Madrid ,0 ,3 ,59% ,41% ,11 ,11 ,3 ,5 ,5 ,1 ,3 ,5 ,3 ,4 ,0 ,1 ,0 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,4 ,10 ,7 ,1 ,2 ,3 ,651 ,448 ,553 (85%) ,340 (76%) ,60 ,68 ,11 ,16 ,57% ,43% ,6 ,2 ,3 ,1 ,2 ,0 ,1 ,1 ,2 ,1 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,2 ,4 ,0 ,0 ,3 ,322 ,240 ,277 (86%) ,185 (77%) ,27 ,39 ,5 ,11 ,60% ,40% ,5 ,9 ,0 ,4 ,3 ,1 ,2 ,4 ,1 ,3 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,8 ,3 ,1 ,2 ,0 ,329 ,208 ,276 (84%) ,155 (75%) ,33 ,29 ,6 ,5 ,
LaLiga ,15/16 ,20 ,Barcelona ,Athletic Bilbao ,6 ,0 ,76% ,24% ,20 ,9 ,8 ,3 ,10 ,3 ,2 ,3 ,6 ,2 ,4 ,1 ,0 ,0 ,2 ,2 ,0 ,1 ,null ,null ,2 ,1 ,15 ,4 ,5 ,5 ,3 ,1 ,754 ,230 ,657 (87%) ,142 (62%) ,33 ,36 ,4 ,12 ,75% ,25% ,13 ,4 ,3 ,1 ,8 ,1 ,2 ,2 ,4 ,2 ,3 ,1 ,0 ,0 ,0 ,1 ,null ,null ,2 ,0 ,10 ,2 ,3 ,2 ,1 ,0 ,378 ,125 ,327 (87%) ,76 (61%) ,17 ,17 ,4 ,5 ,77% ,23% ,7 ,5 ,5 ,2 ,2 ,2 ,0 ,1 ,2 ,0 ,1 ,0 ,2 ,2 ,0 ,0 ,null ,null ,0 ,1 ,5 ,2 ,2 ,3 ,2 ,1 ,376 ,105 ,330 (88%) ,66 (63%) ,16 ,19 ,0 ,7 ,
LaLiga ,15/16 ,20 ,Eibar ,Granada ,5 ,1 ,53% ,47% ,12 ,4 ,7 ,1 ,2 ,3 ,3 ,0 ,3 ,2 ,3 ,3 ,0 ,0 ,1 ,4 ,null ,null ,null ,null ,null ,null ,8 ,2 ,4 ,2 ,0 ,2 ,377 ,333 ,270 (72%) ,217 (65%) ,53 ,38 ,23 ,10 ,60% ,40% ,7 ,1 ,3 ,0 ,1 ,1 ,3 ,0 ,3 ,1 ,0 ,0 ,1 ,3 ,null ,null ,null ,null ,null ,null ,5 ,1 ,2 ,0 ,0 ,1 ,211 ,142 ,154 (73%) ,81 (57%) ,24 ,16 ,11 ,5 ,47% ,53% ,5 ,3 ,4 ,1 ,1 ,2 ,0 ,0 ,0 ,1 ,3 ,3 ,0 ,1 ,null ,null ,null ,null ,null ,null ,3 ,1 ,2 ,2 ,0 ,1 ,166 ,191 ,116 (70%) ,136 (71%) ,29 ,22 ,12 ,5 ,
LaLiga ,15/16 ,21 ,Sporting Gijón ,Real Sociedad ,5 ,1 ,42% ,58% ,11 ,9 ,7 ,3 ,2 ,4 ,2 ,2 ,6 ,2 ,3 ,1 ,0 ,0 ,2 ,2 ,null ,null ,null ,null ,null ,null ,9 ,6 ,2 ,3 ,2 ,2 ,322 ,433 ,229 (71%) ,345 (80%) ,58 ,57 ,16 ,19 ,40% ,60% ,5 ,3 ,3 ,2 ,0 ,1 ,2 ,0 ,3 ,0 ,1 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,4 ,2 ,1 ,1 ,1 ,0 ,157 ,229 ,112 (71%) ,182 (79%) ,30 ,24 ,10 ,7 ,44% ,56% ,6 ,6 ,4 ,1 ,2 ,3 ,0 ,2 ,3 ,2 ,2 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,5 ,4 ,1 ,2 ,1 ,2 ,165 ,204 ,117 (71%) ,163 (80%) ,28 ,33 ,6 ,12 ,
LaLiga ,15/16 ,21 ,Málaga ,Barcelona ,1 ,2 ,34% ,66% ,15 ,12 ,9 ,6 ,4 ,4 ,2 ,2 ,4 ,3 ,1 ,4 ,0 ,0 ,3 ,3 ,null ,null ,1 ,0 ,null ,null ,11 ,9 ,4 ,3 ,3 ,8 ,283 ,569 ,192 (68%) ,481 (85%) ,50 ,49 ,12 ,8 ,31% ,69% ,9 ,4 ,4 ,4 ,3 ,0 ,2 ,0 ,4 ,1 ,0 ,1 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,7 ,4 ,2 ,0 ,2 ,3 ,134 ,303 ,90 (67%) ,259 (85%) ,27 ,20 ,5 ,3 ,36% ,64% ,6 ,8 ,5 ,2 ,1 ,4 ,0 ,2 ,0 ,2 ,1 ,3 ,2 ,2 ,null ,null ,0 ,0 ,null ,null ,4 ,5 ,2 ,3 ,1 ,5 ,149 ,266 ,102 (68%) ,222 (83%) ,23 ,29 ,7 ,5 ,
LaLiga ,15/16 ,21 ,Espanyol ,Villarreal ,2 ,2 ,45% ,55% ,11 ,14 ,5 ,5 ,4 ,7 ,2 ,2 ,3 ,9 ,1 ,4 ,0 ,0 ,5 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,9 ,9 ,2 ,5 ,3 ,3 ,402 ,478 ,320 (80%) ,387 (81%) ,49 ,47 ,17 ,10 ,54% ,46% ,5 ,6 ,3 ,3 ,2 ,2 ,0 ,1 ,1 ,1 ,1 ,3 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,5 ,6 ,0 ,0 ,2 ,1 ,259 ,211 ,213 (82%) ,161 (76%) ,25 ,23 ,8 ,6 ,34% ,66% ,6 ,8 ,2 ,2 ,2 ,5 ,2 ,1 ,2 ,8 ,0 ,1 ,4 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,4 ,3 ,2 ,5 ,1 ,2 ,143 ,267 ,107 (75%) ,226 (85%) ,24 ,24 ,9 ,4 ,
LaLiga ,15/16 ,21 ,Granada ,Getafe ,3 ,2 ,49% ,51% ,20 ,9 ,9 ,2 ,9 ,4 ,2 ,3 ,5 ,3 ,4 ,0 ,0 ,0 ,2 ,3 ,null ,null ,0 ,1 ,1 ,0 ,12 ,5 ,8 ,4 ,0 ,6 ,384 ,386 ,287 (75%) ,285 (74%) ,58 ,44 ,14 ,9 ,57% ,43% ,9 ,3 ,4 ,0 ,4 ,2 ,1 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,null ,null ,0 ,1 ,0 ,0 ,8 ,1 ,1 ,2 ,0 ,2 ,233 ,175 ,174 (75%) ,120 (69%) ,33 ,23 ,11 ,3 ,40% ,60% ,11 ,6 ,5 ,2 ,5 ,2 ,1 ,2 ,3 ,1 ,3 ,0 ,2 ,3 ,null ,null ,0 ,0 ,1 ,0 ,4 ,4 ,7 ,2 ,0 ,4 ,151 ,211 ,113 (75%) ,165 (78%) ,25 ,21 ,3 ,6 ,
LaLiga ,15/16 ,21 ,Rayo Vallecano ,Celta Vigo ,3 ,0 ,56% ,44% ,26 ,3 ,10 ,1 ,13 ,1 ,3 ,1 ,7 ,1 ,1 ,5 ,0 ,0 ,3 ,5 ,null ,null ,3 ,0 ,null ,null ,21 ,3 ,5 ,0 ,1 ,7 ,319 ,266 ,223 (70%) ,155 (58%) ,65 ,75 ,18 ,23 ,59% ,41% ,17 ,0 ,7 ,0 ,7 ,0 ,3 ,0 ,4 ,0 ,0 ,5 ,0 ,4 ,null ,null ,3 ,0 ,null ,null ,13 ,0 ,4 ,0 ,0 ,4 ,151 ,113 ,101 (67%) ,53 (47%) ,24 ,32 ,11 ,14 ,53% ,47% ,9 ,3 ,3 ,1 ,6 ,1 ,0 ,1 ,3 ,1 ,1 ,0 ,3 ,1 ,null ,null ,0 ,0 ,null ,null ,8 ,3 ,1 ,0 ,1 ,3 ,168 ,153 ,122 (73%) ,102 (67%) ,41 ,43 ,7 ,9 ,
LaLiga ,15/16 ,21 ,Athletic Bilbao ,Eibar ,5 ,2 ,55% ,45% ,10 ,9 ,5 ,2 ,5 ,6 ,0 ,1 ,7 ,2 ,2 ,1 ,0 ,0 ,2 ,2 ,null ,null ,0 ,1 ,0 ,2 ,9 ,6 ,2 ,3 ,0 ,1 ,432 ,350 ,308 (71%) ,238 (68%) ,61 ,58 ,23 ,20 ,64% ,36% ,6 ,4 ,4 ,1 ,2 ,2 ,0 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,null ,null ,0 ,1 ,0 ,2 ,5 ,3 ,1 ,1 ,0 ,1 ,249 ,138 ,192 (77%) ,85 (62%) ,35 ,35 ,14 ,14 ,46% ,54% ,4 ,5 ,1 ,1 ,3 ,4 ,0 ,0 ,4 ,1 ,1 ,1 ,2 ,2 ,null ,null ,0 ,0 ,0 ,0 ,4 ,3 ,1 ,2 ,0 ,0 ,183 ,212 ,116 (63%) ,153 (72%) ,26 ,23 ,9 ,6 ,
LaLiga ,15/16 ,21 ,Atlético Madrid ,Sevilla ,0 ,0 ,69% ,31% ,20 ,7 ,3 ,1 ,12 ,3 ,5 ,3 ,8 ,5 ,2 ,1 ,0 ,0 ,4 ,5 ,0 ,1 ,1 ,1 ,0 ,1 ,9 ,5 ,11 ,2 ,1 ,3 ,539 ,237 ,443 (82%) ,136 (57%) ,69 ,56 ,23 ,23 ,66% ,34% ,8 ,6 ,0 ,1 ,7 ,3 ,1 ,2 ,2 ,4 ,2 ,0 ,1 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,3 ,5 ,5 ,1 ,1 ,0 ,268 ,131 ,221 (82%) ,77 (59%) ,34 ,35 ,15 ,15 ,72% ,28% ,12 ,1 ,3 ,0 ,5 ,0 ,4 ,1 ,6 ,1 ,0 ,1 ,3 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,6 ,0 ,6 ,1 ,0 ,3 ,271 ,106 ,222 (82%) ,59 (56%) ,35 ,21 ,8 ,8 ,
LaLiga ,15/16 ,21 ,Deportivo La Coruña ,Valencia ,1 ,1 ,48% ,52% ,10 ,10 ,2 ,3 ,4 ,5 ,4 ,2 ,8 ,6 ,6 ,5 ,0 ,0 ,3 ,3 ,null ,null ,1 ,0 ,0 ,1 ,3 ,5 ,7 ,5 ,2 ,1 ,413 ,431 ,308 (75%) ,337 (78%) ,54 ,56 ,13 ,16 ,54% ,46% ,7 ,4 ,1 ,2 ,2 ,1 ,4 ,1 ,5 ,3 ,2 ,1 ,0 ,0 ,null ,null ,0 ,0 ,0 ,1 ,2 ,2 ,5 ,2 ,2 ,0 ,260 ,214 ,207 (80%) ,163 (76%) ,29 ,22 ,7 ,7 ,40% ,60% ,3 ,6 ,1 ,1 ,2 ,4 ,0 ,1 ,3 ,3 ,4 ,4 ,3 ,3 ,null ,null ,1 ,0 ,0 ,0 ,1 ,3 ,2 ,3 ,0 ,1 ,153 ,217 ,101 (66%) ,174 (80%) ,25 ,34 ,6 ,9 ,
LaLiga ,15/16 ,21 ,Real Betis ,Real Madrid ,1 ,1 ,36% ,64% ,4 ,18 ,2 ,8 ,2 ,7 ,0 ,3 ,1 ,9 ,0 ,4 ,0 ,0 ,3 ,2 ,null ,null ,null ,null ,1 ,0 ,2 ,15 ,2 ,3 ,7 ,1 ,363 ,623 ,263 (72%) ,548 (88%) ,56 ,77 ,11 ,18 ,45% ,55% ,3 ,6 ,2 ,2 ,1 ,3 ,0 ,1 ,1 ,3 ,0 ,2 ,0 ,0 ,null ,null ,null ,null ,0 ,0 ,2 ,5 ,1 ,1 ,2 ,1 ,231 ,272 ,180 (78%) ,243 (89%) ,28 ,29 ,8 ,3 ,26% ,74% ,1 ,12 ,0 ,6 ,1 ,4 ,0 ,2 ,0 ,6 ,0 ,2 ,3 ,2 ,null ,null ,null ,null ,1 ,0 ,0 ,10 ,1 ,2 ,5 ,0 ,132 ,351 ,83 (63%) ,305 (87%) ,28 ,48 ,3 ,15 ,
LaLiga ,15/16 ,21 ,Levante ,Las Palmas ,3 ,2 ,29% ,71% ,12 ,13 ,8 ,4 ,1 ,4 ,3 ,5 ,2 ,4 ,1 ,1 ,0 ,0 ,4 ,4 ,1 ,0 ,2 ,0 ,null ,null ,9 ,9 ,3 ,4 ,2 ,5 ,269 ,662 ,189 (70%) ,566 (85%) ,50 ,56 ,13 ,10 ,33% ,67% ,6 ,7 ,3 ,1 ,1 ,3 ,2 ,3 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,0 ,null ,null ,4 ,6 ,2 ,1 ,1 ,2 ,169 ,342 ,127 (75%) ,293 (86%) ,26 ,23 ,8 ,1 ,24% ,76% ,6 ,6 ,5 ,3 ,0 ,1 ,1 ,2 ,2 ,0 ,1 ,1 ,3 ,3 ,1 ,0 ,0 ,0 ,null ,null ,5 ,3 ,1 ,3 ,1 ,3 ,100 ,320 ,62 (62%) ,273 (85%) ,24 ,33 ,5 ,9 ,
