League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
Premier League ,15/16 ,19 ,Manchester United ,Chelsea ,0 ,0 ,66% ,34% ,12 ,8 ,2 ,3 ,5 ,5 ,5 ,0 ,5 ,3 ,2 ,0 ,0 ,0 ,4 ,2 ,null ,null ,2 ,0 ,0 ,1 ,4 ,6 ,8 ,2 ,3 ,2 ,617 ,312 ,549 (89%) ,222 (71%) ,38 ,61 ,6 ,10 ,67% ,33% ,8 ,3 ,1 ,1 ,4 ,2 ,3 ,0 ,3 ,2 ,1 ,0 ,2 ,1 ,null ,null ,2 ,0 ,0 ,0 ,2 ,3 ,6 ,0 ,1 ,1 ,314 ,154 ,280 (89%) ,112 (73%) ,11 ,27 ,2 ,4 ,65% ,35% ,4 ,5 ,1 ,2 ,1 ,3 ,2 ,0 ,2 ,1 ,1 ,0 ,2 ,1 ,null ,null ,0 ,0 ,0 ,1 ,2 ,3 ,2 ,2 ,2 ,1 ,303 ,158 ,269 (89%) ,110 (70%) ,27 ,34 ,4 ,6 ,
Premier League ,15/16 ,19 ,West Ham United ,Southampton ,2 ,1 ,49% ,51% ,13 ,14 ,5 ,3 ,7 ,8 ,1 ,3 ,4 ,7 ,1 ,2 ,0 ,0 ,1 ,3 ,null ,null ,1 ,0 ,1 ,0 ,9 ,8 ,4 ,7 ,3 ,2 ,408 ,409 ,300 (74%) ,304 (74%) ,62 ,55 ,21 ,19 ,50% ,50% ,3 ,10 ,0 ,2 ,2 ,6 ,1 ,2 ,1 ,3 ,1 ,0 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,1 ,7 ,2 ,4 ,2 ,0 ,224 ,213 ,154 (69%) ,158 (74%) ,34 ,37 ,13 ,13 ,48% ,52% ,10 ,4 ,5 ,1 ,5 ,2 ,0 ,1 ,3 ,4 ,0 ,2 ,1 ,3 ,null ,null ,1 ,0 ,1 ,0 ,8 ,1 ,2 ,3 ,1 ,2 ,184 ,196 ,146 (79%) ,146 (74%) ,28 ,18 ,8 ,6 ,
Premier League ,15/16 ,19 ,Leicester City ,Manchester City ,0 ,0 ,39% ,61% ,11 ,21 ,4 ,5 ,7 ,9 ,0 ,7 ,1 ,13 ,2 ,1 ,0 ,0 ,1 ,3 ,null ,null ,null ,null ,null ,null ,5 ,14 ,6 ,7 ,5 ,4 ,329 ,498 ,205 (62%) ,380 (76%) ,42 ,61 ,11 ,24 ,36% ,64% ,5 ,11 ,1 ,4 ,4 ,6 ,0 ,1 ,1 ,6 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,8 ,3 ,3 ,4 ,1 ,173 ,289 ,103 (60%) ,235 (81%) ,17 ,28 ,5 ,14 ,42% ,58% ,6 ,10 ,3 ,1 ,3 ,3 ,0 ,6 ,0 ,7 ,2 ,1 ,1 ,3 ,null ,null ,null ,null ,null ,null ,3 ,6 ,3 ,4 ,1 ,3 ,156 ,209 ,102 (65%) ,145 (69%) ,25 ,33 ,6 ,10 ,
Premier League ,15/16 ,19 ,Sunderland ,Liverpool ,0 ,1 ,42% ,58% ,8 ,17 ,3 ,6 ,3 ,7 ,2 ,4 ,6 ,4 ,1 ,0 ,0 ,0 ,1 ,3 ,null ,null ,0 ,1 ,null ,null ,3 ,10 ,5 ,7 ,5 ,3 ,326 ,465 ,216 (66%) ,337 (72%) ,60 ,53 ,24 ,22 ,34% ,66% ,5 ,9 ,1 ,3 ,3 ,3 ,1 ,3 ,2 ,4 ,1 ,0 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,1 ,4 ,4 ,5 ,3 ,1 ,137 ,267 ,87 (64%) ,214 (80%) ,25 ,22 ,11 ,10 ,50% ,50% ,3 ,8 ,2 ,3 ,0 ,4 ,1 ,1 ,4 ,0 ,0 ,0 ,1 ,2 ,null ,null ,0 ,0 ,null ,null ,2 ,6 ,1 ,2 ,2 ,2 ,189 ,198 ,129 (68%) ,123 (62%) ,35 ,31 ,13 ,12 ,
Premier League ,15/16 ,20 ,West Ham United ,Liverpool ,2 ,0 ,35% ,65% ,18 ,23 ,10 ,2 ,5 ,9 ,3 ,12 ,3 ,9 ,1 ,3 ,0 ,0 ,1 ,1 ,null ,null ,1 ,1 ,null ,null ,14 ,9 ,4 ,14 ,1 ,8 ,285 ,501 ,189 (66%) ,390 (78%) ,59 ,50 ,26 ,13 ,37% ,63% ,10 ,11 ,3 ,1 ,4 ,3 ,3 ,7 ,2 ,3 ,1 ,1 ,1 ,1 ,null ,null ,1 ,1 ,null ,null ,7 ,2 ,3 ,9 ,1 ,2 ,154 ,249 ,103 (67%) ,185 (74%) ,34 ,24 ,17 ,6 ,33% ,67% ,8 ,12 ,7 ,1 ,1 ,6 ,0 ,5 ,1 ,6 ,0 ,2 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,7 ,7 ,1 ,5 ,0 ,6 ,131 ,252 ,86 (66%) ,205 (81%) ,25 ,26 ,9 ,7 ,
Premier League ,15/16 ,20 ,Arsenal ,Newcastle United ,1 ,0 ,51% ,49% ,15 ,15 ,3 ,6 ,10 ,5 ,2 ,4 ,7 ,4 ,2 ,0 ,0 ,0 ,2 ,2 ,null ,null ,null ,null ,0 ,1 ,12 ,11 ,3 ,4 ,6 ,2 ,468 ,454 ,398 (85%) ,386 (85%) ,53 ,59 ,14 ,12 ,50% ,50% ,5 ,7 ,0 ,4 ,3 ,1 ,2 ,2 ,4 ,3 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,0 ,0 ,3 ,5 ,2 ,2 ,4 ,0 ,257 ,256 ,225 (88%) ,229 (89%) ,22 ,27 ,4 ,6 ,51% ,49% ,10 ,8 ,3 ,2 ,7 ,4 ,0 ,2 ,3 ,1 ,2 ,0 ,2 ,1 ,null ,null ,null ,null ,0 ,1 ,9 ,6 ,1 ,2 ,2 ,2 ,211 ,198 ,173 (82%) ,157 (79%) ,31 ,32 ,10 ,6 ,
Premier League ,15/16 ,20 ,Leicester City ,Bournemouth ,0 ,0 ,53% ,47% ,16 ,9 ,2 ,0 ,12 ,4 ,2 ,5 ,7 ,1 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,null ,null ,9 ,5 ,7 ,4 ,0 ,2 ,479 ,426 ,377 (79%) ,324 (76%) ,50 ,67 ,18 ,22 ,41% ,59% ,5 ,4 ,0 ,0 ,5 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,null ,null ,4 ,4 ,1 ,0 ,0 ,0 ,211 ,296 ,150 (71%) ,240 (81%) ,28 ,37 ,9 ,11 ,68% ,32% ,11 ,5 ,2 ,0 ,7 ,1 ,2 ,4 ,7 ,1 ,0 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,null ,null ,5 ,1 ,6 ,4 ,0 ,2 ,268 ,130 ,227 (85%) ,84 (65%) ,22 ,30 ,9 ,11 ,
Premier League ,15/16 ,20 ,Manchester United ,Swansea City ,2 ,1 ,54% ,46% ,19 ,9 ,6 ,4 ,5 ,3 ,8 ,2 ,4 ,2 ,1 ,1 ,0 ,0 ,2 ,1 ,null ,null ,0 ,1 ,null ,null ,16 ,8 ,3 ,1 ,3 ,4 ,515 ,430 ,430 (83%) ,336 (78%) ,55 ,43 ,13 ,8 ,55% ,45% ,9 ,3 ,3 ,1 ,1 ,1 ,5 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,null ,null ,0 ,0 ,null ,null ,8 ,3 ,1 ,0 ,1 ,3 ,259 ,214 ,218 (84%) ,160 (75%) ,25 ,18 ,5 ,3 ,54% ,46% ,10 ,6 ,3 ,3 ,4 ,2 ,3 ,1 ,3 ,2 ,0 ,0 ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,8 ,5 ,2 ,1 ,2 ,1 ,256 ,216 ,212 (83%) ,176 (81%) ,30 ,25 ,8 ,5 ,
Premier League ,15/16 ,20 ,Norwich City ,Southampton ,1 ,0 ,41% ,59% ,10 ,10 ,1 ,4 ,7 ,5 ,2 ,1 ,4 ,9 ,2 ,2 ,0 ,0 ,1 ,2 ,0 ,1 ,1 ,0 ,null ,null ,6 ,8 ,4 ,2 ,4 ,0 ,356 ,494 ,246 (69%) ,379 (77%) ,49 ,52 ,25 ,23 ,42% ,58% ,4 ,9 ,0 ,4 ,4 ,4 ,0 ,1 ,1 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,3 ,7 ,1 ,2 ,4 ,0 ,194 ,262 ,139 (72%) ,201 (77%) ,25 ,27 ,14 ,14 ,41% ,59% ,6 ,1 ,1 ,0 ,3 ,1 ,2 ,0 ,3 ,3 ,0 ,2 ,1 ,2 ,0 ,1 ,1 ,0 ,null ,null ,3 ,1 ,3 ,0 ,0 ,0 ,162 ,232 ,107 (66%) ,178 (77%) ,24 ,25 ,11 ,9 ,
Premier League ,15/16 ,20 ,Sunderland ,Aston Villa ,3 ,1 ,44% ,56% ,13 ,8 ,5 ,3 ,5 ,5 ,3 ,0 ,3 ,3 ,2 ,2 ,0 ,0 ,3 ,4 ,null ,null ,null ,null ,null ,null ,8 ,5 ,6 ,3 ,2 ,3 ,381 ,470 ,281 (74%) ,370 (79%) ,64 ,48 ,26 ,15 ,42% ,58% ,5 ,4 ,1 ,2 ,4 ,2 ,0 ,0 ,1 ,2 ,1 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,2 ,2 ,4 ,2 ,2 ,1 ,192 ,253 ,138 (72%) ,205 (81%) ,30 ,20 ,10 ,7 ,47% ,53% ,8 ,4 ,4 ,1 ,1 ,3 ,3 ,0 ,2 ,1 ,1 ,2 ,1 ,3 ,null ,null ,null ,null ,null ,null ,6 ,3 ,2 ,1 ,0 ,2 ,189 ,217 ,143 (76%) ,165 (76%) ,34 ,28 ,16 ,8 ,
Premier League ,15/16 ,20 ,West Bromwich Albion ,Stoke City ,2 ,1 ,45% ,55% ,17 ,10 ,5 ,3 ,6 ,2 ,6 ,5 ,4 ,6 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,11 ,6 ,6 ,4 ,2 ,3 ,360 ,429 ,265 (74%) ,336 (78%) ,47 ,44 ,11 ,18 ,44% ,56% ,6 ,7 ,1 ,2 ,4 ,0 ,1 ,5 ,2 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,5 ,4 ,1 ,3 ,2 ,1 ,174 ,217 ,128 (74%) ,172 (79%) ,25 ,20 ,5 ,6 ,46% ,54% ,11 ,3 ,4 ,1 ,2 ,2 ,5 ,0 ,2 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,6 ,2 ,5 ,1 ,0 ,2 ,186 ,212 ,137 (74%) ,164 (77%) ,22 ,24 ,6 ,12 ,
Premier League ,15/16 ,20 ,Watford ,Manchester City ,1 ,2 ,48% ,52% ,12 ,16 ,4 ,5 ,6 ,7 ,2 ,4 ,4 ,5 ,0 ,1 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,8 ,6 ,8 ,3 ,3 ,410 ,436 ,296 (72%) ,328 (75%) ,61 ,56 ,18 ,13 ,46% ,54% ,6 ,8 ,2 ,2 ,3 ,4 ,1 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,4 ,3 ,2 ,5 ,2 ,2 ,210 ,241 ,162 (77%) ,187 (78%) ,26 ,26 ,9 ,4 ,50% ,50% ,6 ,8 ,2 ,3 ,3 ,3 ,1 ,2 ,2 ,5 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,5 ,4 ,3 ,1 ,1 ,200 ,195 ,134 (67%) ,141 (72%) ,35 ,30 ,9 ,9 ,
Premier League ,15/16 ,20 ,Crystal Palace ,Chelsea ,0 ,3 ,39% ,61% ,8 ,10 ,4 ,4 ,2 ,2 ,2 ,4 ,5 ,7 ,null ,null ,0 ,0 ,3 ,0 ,null ,null ,null ,null ,null ,null ,4 ,7 ,4 ,3 ,1 ,4 ,373 ,593 ,274 (73%) ,488 (82%) ,51 ,58 ,13 ,13 ,41% ,59% ,5 ,4 ,2 ,2 ,2 ,0 ,1 ,2 ,4 ,3 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,2 ,2 ,2 ,1 ,2 ,169 ,262 ,116 (69%) ,203 (77%) ,31 ,28 ,10 ,8 ,38% ,62% ,3 ,6 ,2 ,2 ,0 ,2 ,1 ,2 ,1 ,4 ,null ,null ,2 ,0 ,null ,null ,null ,null ,null ,null ,1 ,5 ,2 ,1 ,0 ,2 ,204 ,331 ,158 (77%) ,285 (86%) ,20 ,30 ,3 ,5 ,
Premier League ,15/16 ,20 ,Everton ,Tottenham ,1 ,1 ,40% ,60% ,12 ,19 ,3 ,4 ,4 ,4 ,5 ,11 ,4 ,4 ,3 ,1 ,8 ,11 ,1 ,2 ,null ,null ,0 ,2 ,2 ,0 ,8 ,4 ,4 ,15 ,3 ,2 ,406 ,599 ,310 (76%) ,505 (84%) ,62 ,37 ,14 ,7 ,35% ,65% ,3 ,13 ,1 ,2 ,1 ,3 ,1 ,8 ,0 ,4 ,2 ,1 ,1 ,0 ,null ,null ,0 ,2 ,0 ,0 ,3 ,3 ,0 ,10 ,1 ,0 ,188 ,336 ,143 (76%) ,283 (84%) ,24 ,19 ,8 ,2 ,46% ,54% ,9 ,6 ,2 ,2 ,3 ,1 ,4 ,3 ,4 ,0 ,1 ,0 ,0 ,2 ,null ,null ,0 ,0 ,2 ,0 ,5 ,1 ,4 ,5 ,2 ,2 ,218 ,263 ,167 (77%) ,222 (84%) ,38 ,18 ,6 ,5 ,
Premier League ,15/16 ,21 ,Aston Villa ,Crystal Palace ,1 ,0 ,51% ,49% ,13 ,9 ,3 ,1 ,3 ,7 ,7 ,1 ,9 ,0 ,2 ,5 ,0 ,0 ,2 ,1 ,null ,null ,0 ,1 ,null ,null ,7 ,4 ,7 ,5 ,1 ,3 ,434 ,427 ,342 (79%) ,313 (73%) ,63 ,52 ,20 ,21 ,56% ,44% ,9 ,4 ,1 ,0 ,2 ,4 ,6 ,0 ,4 ,0 ,0 ,3 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,2 ,2 ,7 ,2 ,0 ,1 ,262 ,213 ,211 (81%) ,158 (74%) ,22 ,23 ,5 ,10 ,44% ,56% ,4 ,5 ,2 ,1 ,1 ,3 ,1 ,1 ,5 ,0 ,2 ,2 ,2 ,1 ,null ,null ,0 ,0 ,null ,null ,5 ,2 ,0 ,3 ,1 ,2 ,172 ,214 ,131 (76%) ,155 (72%) ,41 ,29 ,15 ,11 ,
Premier League ,15/16 ,21 ,Bournemouth ,West Ham United ,1 ,3 ,48% ,52% ,11 ,10 ,4 ,5 ,3 ,4 ,4 ,1 ,4 ,7 ,0 ,4 ,0 ,0 ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,2 ,3 ,9 ,7 ,3 ,3 ,413 ,432 ,311 (75%) ,321 (74%) ,51 ,67 ,10 ,21 ,51% ,49% ,5 ,4 ,2 ,2 ,1 ,2 ,2 ,0 ,1 ,3 ,0 ,4 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,1 ,2 ,4 ,2 ,3 ,1 ,239 ,223 ,184 (77%) ,159 (71%) ,28 ,32 ,8 ,8 ,45% ,55% ,6 ,6 ,2 ,3 ,2 ,2 ,2 ,1 ,3 ,4 ,0 ,0 ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,1 ,1 ,5 ,5 ,0 ,2 ,174 ,209 ,127 (73%) ,162 (78%) ,23 ,35 ,2 ,13 ,
Premier League ,15/16 ,21 ,Newcastle United ,Manchester United ,3 ,3 ,54% ,46% ,14 ,12 ,6 ,4 ,4 ,5 ,4 ,3 ,5 ,3 ,3 ,1 ,0 ,0 ,1 ,3 ,null ,null ,null ,null ,0 ,3 ,10 ,8 ,4 ,4 ,1 ,3 ,514 ,432 ,428 (83%) ,350 (81%) ,53 ,49 ,8 ,8 ,56% ,44% ,3 ,8 ,2 ,2 ,1 ,4 ,0 ,2 ,1 ,3 ,1 ,0 ,1 ,2 ,null ,null ,null ,null ,0 ,3 ,2 ,6 ,1 ,2 ,0 ,1 ,273 ,205 ,232 (85%) ,172 (84%) ,19 ,20 ,2 ,1 ,51% ,49% ,11 ,4 ,4 ,2 ,3 ,1 ,4 ,1 ,4 ,0 ,2 ,1 ,0 ,1 ,null ,null ,null ,null ,0 ,0 ,8 ,2 ,3 ,2 ,1 ,2 ,241 ,227 ,196 (81%) ,178 (78%) ,34 ,29 ,6 ,7 ,
Premier League ,15/16 ,21 ,Chelsea ,West Bromwich Albion ,2 ,2 ,61% ,39% ,14 ,13 ,2 ,5 ,8 ,6 ,4 ,2 ,7 ,7 ,1 ,1 ,0 ,0 ,3 ,3 ,null ,null ,null ,null ,1 ,0 ,8 ,7 ,7 ,6 ,3 ,1 ,528 ,317 ,430 (81%) ,211 (67%) ,55 ,56 ,24 ,16 ,60% ,40% ,7 ,8 ,1 ,2 ,4 ,5 ,2 ,1 ,3 ,2 ,1 ,0 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,5 ,4 ,2 ,4 ,1 ,0 ,277 ,171 ,221 (80%) ,111 (65%) ,25 ,32 ,11 ,9 ,61% ,39% ,7 ,5 ,1 ,3 ,4 ,1 ,2 ,1 ,4 ,5 ,0 ,1 ,3 ,2 ,null ,null ,null ,null ,0 ,0 ,3 ,3 ,5 ,2 ,2 ,1 ,251 ,146 ,209 (83%) ,100 (68%) ,30 ,24 ,13 ,7 ,
Premier League ,15/16 ,21 ,Manchester City ,Everton ,0 ,0 ,55% ,45% ,22 ,7 ,5 ,2 ,7 ,3 ,10 ,2 ,12 ,5 ,3 ,4 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,15 ,6 ,7 ,1 ,2 ,5 ,544 ,468 ,487 (90%) ,411 (88%) ,48 ,40 ,9 ,6 ,49% ,51% ,5 ,4 ,2 ,2 ,3 ,2 ,0 ,0 ,3 ,3 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,4 ,3 ,1 ,1 ,2 ,2 ,254 ,267 ,228 (90%) ,237 (89%) ,26 ,21 ,6 ,2 ,60% ,40% ,17 ,3 ,3 ,0 ,4 ,1 ,10 ,2 ,9 ,2 ,1 ,3 ,0 ,1 ,null ,null ,null ,null ,null ,null ,11 ,3 ,6 ,0 ,0 ,3 ,290 ,201 ,259 (89%) ,174 (87%) ,22 ,19 ,3 ,4 ,
Premier League ,15/16 ,21 ,Southampton ,Watford ,2 ,0 ,50% ,50% ,15 ,4 ,7 ,1 ,7 ,0 ,1 ,3 ,8 ,1 ,4 ,3 ,9 ,11 ,1 ,2 ,null ,null ,1 ,0 ,null ,null ,10 ,1 ,5 ,3 ,1 ,4 ,458 ,465 ,351 (77%) ,342 (74%) ,57 ,40 ,20 ,15 ,48% ,52% ,8 ,2 ,4 ,0 ,3 ,0 ,1 ,2 ,3 ,1 ,1 ,2 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,4 ,1 ,4 ,1 ,0 ,3 ,234 ,254 ,179 (76%) ,189 (74%) ,32 ,20 ,12 ,6 ,52% ,48% ,7 ,2 ,3 ,1 ,4 ,0 ,0 ,1 ,5 ,0 ,3 ,1 ,0 ,2 ,null ,null ,0 ,0 ,null ,null ,6 ,0 ,1 ,2 ,1 ,1 ,224 ,211 ,172 (77%) ,153 (73%) ,25 ,20 ,8 ,9 ,
Premier League ,15/16 ,21 ,Stoke City ,Norwich City ,3 ,1 ,64% ,36% ,14 ,5 ,4 ,2 ,7 ,3 ,3 ,0 ,7 ,3 ,2 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,8 ,2 ,7 ,3 ,1 ,2 ,621 ,348 ,552 (89%) ,270 (78%) ,48 ,42 ,12 ,14 ,54% ,46% ,8 ,3 ,1 ,1 ,5 ,2 ,2 ,0 ,2 ,3 ,0 ,1 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,4 ,1 ,4 ,2 ,1 ,1 ,245 ,211 ,210 (86%) ,163 (77%) ,30 ,26 ,8 ,11 ,73% ,27% ,6 ,2 ,3 ,1 ,2 ,1 ,1 ,0 ,5 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,4 ,1 ,3 ,1 ,0 ,1 ,376 ,137 ,342 (91%) ,107 (78%) ,18 ,16 ,4 ,3 ,
Premier League ,15/16 ,21 ,Swansea City ,Sunderland ,2 ,4 ,51% ,49% ,10 ,7 ,5 ,4 ,3 ,3 ,2 ,0 ,8 ,6 ,2 ,2 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,1 ,2 ,0 ,4 ,8 ,6 ,0 ,1 ,3 ,451 ,430 ,367 (81%) ,355 (83%) ,41 ,42 ,8 ,7 ,56% ,44% ,6 ,3 ,3 ,2 ,2 ,1 ,1 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,3 ,3 ,3 ,0 ,1 ,1 ,247 ,190 ,205 (83%) ,148 (78%) ,24 ,18 ,5 ,3 ,46% ,54% ,4 ,4 ,2 ,2 ,1 ,2 ,1 ,0 ,3 ,3 ,2 ,2 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,5 ,3 ,0 ,0 ,2 ,204 ,240 ,162 (79%) ,207 (86%) ,17 ,24 ,3 ,4 ,
Premier League ,15/16 ,21 ,Liverpool ,Arsenal ,3 ,3 ,59% ,41% ,22 ,14 ,6 ,5 ,6 ,5 ,10 ,4 ,9 ,3 ,4 ,5 ,0 ,0 ,2 ,0 ,null ,null ,1 ,0 ,null ,null ,12 ,11 ,10 ,3 ,1 ,3 ,535 ,378 ,423 (79%) ,271 (72%) ,54 ,48 ,17 ,14 ,54% ,46% ,7 ,7 ,4 ,4 ,2 ,1 ,1 ,2 ,2 ,3 ,3 ,4 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,2 ,6 ,5 ,1 ,1 ,2 ,250 ,213 ,193 (77%) ,157 (74%) ,24 ,18 ,7 ,8 ,64% ,36% ,15 ,7 ,2 ,1 ,4 ,4 ,9 ,2 ,7 ,0 ,1 ,1 ,1 ,0 ,null ,null ,0 ,0 ,null ,null ,10 ,5 ,5 ,2 ,0 ,1 ,285 ,165 ,230 (81%) ,114 (69%) ,30 ,30 ,10 ,6 ,
Premier League ,15/16 ,21 ,Tottenham ,Leicester City ,0 ,1 ,61% ,39% ,21 ,10 ,5 ,2 ,5 ,3 ,11 ,5 ,16 ,8 ,2 ,2 ,0 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,10 ,7 ,11 ,3 ,1 ,5 ,454 ,293 ,358 (79%) ,180 (61%) ,56 ,63 ,28 ,18 ,66% ,34% ,10 ,3 ,3 ,1 ,3 ,2 ,4 ,0 ,7 ,2 ,2 ,1 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,4 ,2 ,6 ,1 ,1 ,3 ,272 ,142 ,221 (81%) ,89 (63%) ,28 ,24 ,14 ,6 ,56% ,44% ,11 ,7 ,2 ,1 ,2 ,1 ,7 ,5 ,9 ,6 ,0 ,1 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,6 ,5 ,5 ,2 ,0 ,2 ,182 ,151 ,137 (75%) ,91 (60%) ,28 ,39 ,14 ,12 ,
