League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Counter attack shots Home ,ALL Shots extra Counter attack shots Away ,ALL Shots extra Counter attack goals Home ,ALL Shots extra Counter attack goals Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Counter attack shots Home ,1ST Shots extra Counter attack shots Away ,1ST Shots extra Counter attack goals Home ,1ST Shots extra Counter attack goals Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Counter attack shots Home ,2ND Shots extra Counter attack shots Away ,2ND Shots extra Counter attack goals Home ,2ND Shots extra Counter attack goals Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,20/21 ,4 ,Leicester City ,West Ham United ,0 ,3 ,69% ,31% ,4 ,14 ,0 ,6 ,2 ,5 ,2 ,3 ,6 ,4 ,4 ,2 ,10 ,8 ,2 ,2 ,null ,null ,1 ,3 ,1 ,0 ,0 ,1 ,0 ,4 ,null ,null ,null ,null ,3 ,12 ,1 ,2 ,3 ,0 ,684 ,296 ,578 (85%) ,208 (70%) ,19/41 (46%) ,19/54 (35%) ,2/21 (10%) ,6/12 (50%) ,11/15 (73%) ,6/10 (60%) ,163 ,125 ,43 ,52 ,17 ,24 ,7 ,12 ,18 ,21 ,8 ,30 ,66% ,34% ,1 ,5 ,0 ,2 ,0 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,1 ,0 ,null ,null ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,0 ,4 ,1 ,1 ,0 ,0 ,349 ,174 ,287 (82%) ,126 (72%) ,9/22 (41%) ,11/33 (33%) ,0/7 (0%) ,1/7 (14%) ,5/6 (83%) ,5/6 (83%) ,87 ,70 ,24 ,26 ,12 ,10 ,4 ,5 ,10 ,10 ,3 ,8 ,73% ,27% ,3 ,9 ,0 ,4 ,2 ,4 ,1 ,1 ,4 ,2 ,3 ,1 ,1 ,2 ,null ,null ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,4 ,null ,null ,null ,null ,3 ,8 ,0 ,1 ,3 ,0 ,335 ,122 ,291 (87%) ,82 (67%) ,10/19 (53%) ,8/21 (38%) ,2/14 (14%) ,5/5 (100%) ,6/9 (67%) ,1/4 (25%) ,76 ,55 ,19 ,26 ,5 ,14 ,3 ,7 ,8 ,11 ,5 ,22 ,
Premier League ,20/21 ,4 ,Southampton ,West Bromwich Albion ,2 ,0 ,61% ,39% ,13 ,5 ,7 ,2 ,5 ,1 ,1 ,2 ,5 ,1 ,1 ,1 ,19 ,10 ,2 ,1 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,8 ,3 ,5 ,2 ,3 ,6 ,522 ,325 ,400 (77%) ,226 (70%) ,23/65 (35%) ,23/59 (39%) ,3/13 (23%) ,1/9 (11%) ,6/12 (50%) ,9/16 (56%) ,176 ,165 ,50 ,54 ,13 ,12 ,21 ,18 ,15 ,17 ,4 ,16 ,67% ,33% ,9 ,2 ,5 ,1 ,4 ,0 ,0 ,1 ,2 ,0 ,1 ,1 ,0 ,1 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,1 ,4 ,1 ,1 ,5 ,325 ,159 ,267 (82%) ,110 (69%) ,12/29 (41%) ,10/27 (37%) ,1/4 (25%) ,0/2 (0%) ,5/8 (63%) ,4/8 (50%) ,81 ,78 ,23 ,20 ,4 ,2 ,9 ,8 ,9 ,9 ,3 ,6 ,54% ,46% ,4 ,3 ,2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,0 ,0 ,2 ,0 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,2 ,1 ,1 ,2 ,1 ,197 ,166 ,133 (68%) ,116 (70%) ,11/36 (31%) ,13/32 (41%) ,2/9 (22%) ,1/7 (14%) ,1/4 (25%) ,5/8 (63%) ,95 ,87 ,27 ,34 ,9 ,10 ,12 ,10 ,6 ,8 ,1 ,10 ,
Premier League ,20/21 ,4 ,Arsenal ,Sheffield United ,2 ,1 ,64% ,36% ,6 ,6 ,5 ,2 ,0 ,2 ,1 ,2 ,2 ,4 ,0 ,3 ,3 ,9 ,0 ,1 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,1 ,1 ,5 ,1 ,3 ,699 ,373 ,623 (89%) ,295 (79%) ,26/56 (46%) ,15/42 (36%) ,1/18 (6%) ,2/18 (11%) ,12/18 (67%) ,7/10 (70%) ,122 ,120 ,45 ,35 ,17 ,14 ,8 ,11 ,10 ,5 ,18 ,22 ,73% ,27% ,4 ,1 ,3 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,0 ,1 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,0 ,1 ,1 ,0 ,3 ,343 ,123 ,304 (89%) ,87 (71%) ,14/30 (47%) ,7/22 (32%) ,1/13 (8%) ,1/6 (17%) ,5/8 (63%) ,0/1 (0%) ,67 ,57 ,22 ,14 ,7 ,7 ,5 ,4 ,4 ,2 ,8 ,18 ,57% ,43% ,2 ,5 ,2 ,2 ,0 ,1 ,0 ,2 ,0 ,3 ,0 ,2 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,1 ,0 ,4 ,1 ,0 ,356 ,250 ,319 (90%) ,208 (83%) ,12/26 (46%) ,8/20 (40%) ,0/5 (0%) ,1/12 (8%) ,7/10 (70%) ,7/9 (78%) ,55 ,63 ,23 ,21 ,10 ,7 ,3 ,7 ,6 ,3 ,10 ,4 ,
Premier League ,20/21 ,4 ,Wolverhampton ,Fulham ,1 ,0 ,47% ,53% ,14 ,10 ,5 ,2 ,3 ,5 ,6 ,3 ,6 ,2 ,null ,null ,15 ,8 ,1 ,1 ,null ,null ,2 ,1 ,2 ,1 ,null ,null ,2 ,1 ,null ,null ,null ,null ,7 ,6 ,7 ,4 ,2 ,4 ,478 ,524 ,406 (85%) ,460 (88%) ,26/53 (49%) ,34/55 (62%) ,6/18 (33%) ,4/28 (14%) ,6/14 (43%) ,10/12 (83%) ,107 ,116 ,33 ,48 ,12 ,9 ,9 ,14 ,9 ,5 ,25 ,14 ,49% ,51% ,5 ,1 ,2 ,1 ,1 ,0 ,2 ,0 ,4 ,0 ,null ,null ,0 ,0 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,0 ,0 ,null ,null ,null ,null ,4 ,1 ,1 ,0 ,1 ,2 ,284 ,287 ,250 (88%) ,254 (89%) ,12/22 (55%) ,20/32 (63%) ,6/12 (50%) ,1/12 (8%) ,1/6 (17%) ,3/3 (100%) ,54 ,55 ,13 ,20 ,7 ,0 ,2 ,9 ,4 ,2 ,10 ,7 ,44% ,56% ,9 ,9 ,3 ,1 ,2 ,5 ,4 ,3 ,2 ,2 ,null ,null ,1 ,1 ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,2 ,1 ,null ,null ,null ,null ,3 ,5 ,6 ,4 ,1 ,2 ,194 ,237 ,156 (80%) ,206 (87%) ,14/31 (45%) ,14/23 (61%) ,0/6 (0%) ,3/16 (19%) ,5/8 (63%) ,7/9 (78%) ,53 ,61 ,20 ,28 ,5 ,9 ,7 ,5 ,5 ,3 ,15 ,7 ,
Premier League ,20/21 ,4 ,Manchester United ,Tottenham ,1 ,6 ,38% ,62% ,5 ,22 ,2 ,8 ,2 ,6 ,1 ,8 ,2 ,4 ,1 ,0 ,14 ,11 ,2 ,1 ,1 ,0 ,1 ,7 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,null ,null ,2 ,16 ,3 ,6 ,2 ,1 ,416 ,672 ,348 (84%) ,606 (90%) ,15/25 (60%) ,32/53 (60%) ,2/9 (22%) ,2/8 (25%) ,17/24 (71%) ,11/15 (73%) ,118 ,102 ,53 ,50 ,10 ,3 ,15 ,23 ,11 ,12 ,11 ,17 ,47% ,53% ,4 ,13 ,2 ,5 ,1 ,3 ,1 ,5 ,1 ,3 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,5 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,1 ,10 ,3 ,3 ,1 ,1 ,233 ,256 ,192 (82%) ,221 (86%) ,10/16 (63%) ,12/27 (44%) ,1/6 (17%) ,1/5 (20%) ,6/10 (60%) ,9/10 (90%) ,66 ,55 ,24 ,28 ,8 ,1 ,4 ,14 ,7 ,7 ,5 ,9 ,30% ,70% ,1 ,9 ,0 ,3 ,1 ,3 ,0 ,3 ,1 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,1 ,6 ,0 ,3 ,1 ,0 ,183 ,416 ,156 (85%) ,385 (93%) ,5/9 (56%) ,20/26 (77%) ,1/3 (33%) ,1/3 (33%) ,11/14 (79%) ,2/5 (40%) ,52 ,47 ,29 ,22 ,2 ,2 ,11 ,9 ,4 ,5 ,6 ,8 ,
Premier League ,20/21 ,4 ,Aston Villa ,Liverpool ,7 ,2 ,30% ,70% ,18 ,14 ,11 ,8 ,4 ,1 ,3 ,5 ,2 ,7 ,2 ,1 ,7 ,10 ,2 ,1 ,null ,null ,6 ,4 ,3 ,2 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,13 ,10 ,5 ,4 ,6 ,4 ,285 ,650 ,194 (68%) ,554 (85%) ,33/68 (49%) ,31/56 (55%) ,2/9 (22%) ,2/20 (10%) ,11/15 (73%) ,13/19 (68%) ,137 ,156 ,49 ,49 ,13 ,15 ,15 ,14 ,12 ,12 ,31 ,14 ,24% ,76% ,8 ,9 ,6 ,6 ,2 ,0 ,0 ,3 ,1 ,6 ,2 ,0 ,0 ,1 ,null ,null ,3 ,3 ,1 ,2 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,6 ,6 ,2 ,3 ,5 ,2 ,123 ,375 ,79 (64%) ,331 (88%) ,13/32 (41%) ,21/35 (60%) ,1/5 (20%) ,0/14 (0%) ,3/4 (75%) ,8/12 (67%) ,64 ,79 ,21 ,20 ,7 ,5 ,8 ,5 ,8 ,6 ,25 ,6 ,36% ,64% ,10 ,5 ,5 ,2 ,2 ,1 ,3 ,2 ,1 ,1 ,0 ,1 ,2 ,0 ,null ,null ,3 ,1 ,2 ,0 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,7 ,4 ,3 ,1 ,1 ,2 ,162 ,275 ,115 (71%) ,223 (81%) ,20/36 (56%) ,10/21 (48%) ,1/4 (25%) ,2/6 (33%) ,8/11 (73%) ,5/7 (71%) ,73 ,77 ,28 ,29 ,6 ,10 ,7 ,9 ,4 ,6 ,6 ,8 ,
Premier League ,20/21 ,5 ,Everton ,Liverpool ,2 ,2 ,41% ,59% ,11 ,22 ,5 ,8 ,5 ,8 ,1 ,6 ,2 ,5 ,2 ,3 ,15 ,9 ,3 ,2 ,1 ,0 ,3 ,4 ,2 ,3 ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,15 ,5 ,7 ,6 ,3 ,380 ,524 ,284 (75%) ,437 (83%) ,30/74 (41%) ,29/65 (45%) ,5/12 (42%) ,4/20 (20%) ,8/12 (67%) ,11/22 (50%) ,145 ,147 ,51 ,52 ,19 ,11 ,16 ,18 ,1 ,3 ,27 ,13 ,43% ,57% ,6 ,13 ,3 ,4 ,3 ,4 ,0 ,5 ,2 ,3 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,4 ,9 ,2 ,4 ,3 ,2 ,202 ,264 ,154 (76%) ,221 (84%) ,15/34 (44%) ,18/35 (51%) ,2/5 (40%) ,2/12 (17%) ,7/9 (78%) ,5/9 (56%) ,74 ,69 ,27 ,28 ,9 ,7 ,5 ,9 ,1 ,1 ,11 ,8 ,40% ,60% ,5 ,9 ,2 ,4 ,2 ,4 ,1 ,1 ,0 ,2 ,1 ,1 ,2 ,2 ,1 ,0 ,3 ,1 ,2 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,2 ,6 ,3 ,3 ,3 ,1 ,178 ,260 ,130 (73%) ,216 (83%) ,15/40 (38%) ,11/30 (37%) ,3/7 (43%) ,2/8 (25%) ,1/3 (33%) ,6/13 (46%) ,71 ,78 ,24 ,24 ,10 ,4 ,11 ,9 ,0 ,2 ,16 ,5 ,
Premier League ,20/21 ,5 ,Chelsea ,Southampton ,3 ,3 ,53% ,47% ,11 ,13 ,5 ,6 ,3 ,5 ,3 ,2 ,6 ,2 ,3 ,1 ,11 ,9 ,1 ,1 ,null ,null ,2 ,2 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,11 ,9 ,0 ,4 ,3 ,2 ,574 ,503 ,468 (82%) ,381 (76%) ,28/56 (50%) ,34/78 (44%) ,6/13 (46%) ,1/13 (8%) ,7/14 (50%) ,9/18 (50%) ,162 ,178 ,56 ,41 ,25 ,9 ,16 ,13 ,7 ,7 ,29 ,8 ,53% ,47% ,9 ,4 ,4 ,2 ,2 ,0 ,3 ,2 ,4 ,0 ,3 ,1 ,0 ,0 ,null ,null ,1 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,null ,null ,9 ,3 ,0 ,1 ,1 ,2 ,287 ,244 ,234 (82%) ,184 (75%) ,17/27 (63%) ,16/44 (36%) ,3/6 (50%) ,0/7 (0%) ,4/10 (40%) ,5/10 (50%) ,79 ,92 ,30 ,25 ,12 ,5 ,10 ,10 ,4 ,5 ,12 ,5 ,52% ,48% ,2 ,9 ,1 ,4 ,1 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,1 ,1 ,null ,null ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,6 ,0 ,3 ,2 ,0 ,287 ,259 ,234 (82%) ,197 (76%) ,11/29 (38%) ,18/34 (53%) ,3/7 (43%) ,1/6 (17%) ,3/4 (75%) ,4/8 (50%) ,83 ,86 ,26 ,16 ,13 ,4 ,6 ,3 ,3 ,2 ,17 ,3 ,
Premier League ,20/21 ,5 ,Manchester City ,Arsenal ,1 ,0 ,58% ,42% ,13 ,11 ,5 ,3 ,4 ,5 ,4 ,3 ,6 ,6 ,0 ,2 ,15 ,10 ,4 ,1 ,null ,null ,3 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,8 ,7 ,5 ,4 ,3 ,4 ,665 ,462 ,591 (89%) ,391 (85%) ,24/47 (51%) ,21/50 (42%) ,1/10 (10%) ,4/13 (31%) ,10/18 (56%) ,9/14 (64%) ,110 ,111 ,46 ,49 ,15 ,12 ,11 ,13 ,8 ,6 ,9 ,12 ,64% ,36% ,10 ,6 ,4 ,2 ,3 ,2 ,3 ,2 ,4 ,4 ,0 ,1 ,1 ,0 ,null ,null ,3 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,5 ,3 ,1 ,2 ,3 ,383 ,210 ,352 (92%) ,178 (85%) ,15/23 (65%) ,9/24 (38%) ,0/8 (0%) ,3/7 (43%) ,2/8 (25%) ,6/10 (60%) ,54 ,55 ,20 ,24 ,6 ,4 ,8 ,9 ,4 ,2 ,5 ,8 ,52% ,48% ,3 ,5 ,1 ,1 ,1 ,3 ,1 ,1 ,2 ,2 ,0 ,1 ,3 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,2 ,2 ,3 ,1 ,1 ,282 ,252 ,239 (85%) ,213 (85%) ,9/24 (38%) ,12/26 (46%) ,1/2 (50%) ,1/6 (17%) ,8/10 (80%) ,3/4 (75%) ,56 ,56 ,26 ,25 ,9 ,8 ,3 ,4 ,4 ,4 ,4 ,4 ,
Premier League ,20/21 ,5 ,Newcastle United ,Manchester United ,1 ,4 ,36% ,64% ,7 ,28 ,4 ,14 ,2 ,6 ,1 ,8 ,0 ,7 ,0 ,2 ,9 ,12 ,1 ,1 ,null ,null ,1 ,2 ,1 ,1 ,null ,null ,1 ,3 ,null ,null ,null ,null ,3 ,15 ,4 ,13 ,8 ,4 ,358 ,629 ,256 (72%) ,541 (86%) ,26/63 (41%) ,25/47 (53%) ,4/10 (40%) ,4/19 (21%) ,15/18 (83%) ,11/21 (52%) ,146 ,138 ,62 ,55 ,19 ,21 ,18 ,14 ,17 ,16 ,24 ,13 ,31% ,69% ,2 ,13 ,2 ,6 ,0 ,3 ,0 ,4 ,0 ,5 ,0 ,1 ,0 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,1 ,7 ,1 ,6 ,4 ,2 ,154 ,329 ,99 (64%) ,280 (85%) ,9/29 (31%) ,11/25 (44%) ,2/2 (100%) ,2/11 (18%) ,8/10 (80%) ,3/10 (30%) ,82 ,77 ,37 ,32 ,13 ,13 ,10 ,11 ,5 ,5 ,12 ,3 ,41% ,59% ,5 ,15 ,2 ,8 ,2 ,3 ,1 ,4 ,0 ,2 ,0 ,1 ,1 ,0 ,null ,null ,1 ,2 ,1 ,1 ,null ,null ,1 ,2 ,null ,null ,null ,null ,2 ,8 ,3 ,7 ,4 ,2 ,204 ,300 ,157 (77%) ,261 (87%) ,17/34 (50%) ,14/22 (64%) ,2/8 (25%) ,2/8 (25%) ,7/8 (88%) ,8/11 (73%) ,64 ,61 ,25 ,23 ,6 ,8 ,8 ,3 ,12 ,11 ,12 ,10 ,
Premier League ,20/21 ,5 ,Sheffield United ,Fulham ,1 ,1 ,41% ,59% ,10 ,15 ,6 ,6 ,3 ,5 ,1 ,4 ,2 ,5 ,4 ,0 ,5 ,9 ,0 ,2 ,null ,null ,3 ,2 ,2 ,2 ,0 ,1 ,2 ,0 ,null ,null ,null ,null ,6 ,9 ,4 ,6 ,5 ,5 ,399 ,563 ,320 (80%) ,475 (84%) ,20/49 (41%) ,19/47 (40%) ,3/15 (20%) ,7/16 (44%) ,4/12 (33%) ,15/23 (65%) ,125 ,129 ,52 ,53 ,25 ,20 ,15 ,14 ,18 ,12 ,17 ,22 ,43% ,57% ,6 ,4 ,4 ,3 ,2 ,0 ,0 ,1 ,2 ,1 ,3 ,0 ,0 ,1 ,null ,null ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,4 ,0 ,2 ,4 ,3 ,4 ,230 ,309 ,196 (85%) ,263 (85%) ,9/22 (41%) ,12/28 (43%) ,2/9 (22%) ,1/4 (25%) ,2/4 (50%) ,7/9 (78%) ,53 ,61 ,21 ,21 ,11 ,6 ,5 ,4 ,8 ,3 ,5 ,13 ,39% ,61% ,4 ,11 ,2 ,3 ,1 ,5 ,1 ,3 ,0 ,4 ,1 ,0 ,0 ,1 ,null ,null ,2 ,2 ,1 ,2 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,2 ,9 ,2 ,2 ,2 ,1 ,169 ,254 ,124 (73%) ,212 (83%) ,11/27 (41%) ,7/19 (37%) ,1/6 (17%) ,6/12 (50%) ,2/8 (25%) ,8/14 (57%) ,72 ,68 ,31 ,32 ,14 ,14 ,10 ,10 ,10 ,9 ,12 ,9 ,
Premier League ,20/21 ,5 ,Crystal Palace ,Brighton & Hove Albion ,1 ,1 ,34% ,66% ,1 ,20 ,1 ,3 ,0 ,9 ,0 ,8 ,2 ,5 ,1 ,2 ,13 ,13 ,3 ,2 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,12 ,0 ,8 ,2 ,0 ,280 ,544 ,193 (69%) ,449 (83%) ,14/58 (24%) ,29/63 (46%) ,2/12 (17%) ,7/17 (41%) ,6/10 (60%) ,10/14 (71%) ,134 ,149 ,58 ,55 ,20 ,18 ,19 ,15 ,3 ,7 ,31 ,8 ,38% ,62% ,1 ,6 ,1 ,1 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,4 ,0 ,2 ,1 ,0 ,175 ,293 ,129 (74%) ,243 (83%) ,9/32 (28%) ,11/28 (39%) ,1/7 (14%) ,2/7 (29%) ,4/6 (67%) ,4/6 (67%) ,74 ,72 ,28 ,27 ,10 ,10 ,4 ,9 ,2 ,4 ,12 ,3 ,29% ,71% ,0 ,14 ,0 ,2 ,0 ,5 ,0 ,7 ,1 ,4 ,1 ,2 ,3 ,0 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,8 ,0 ,6 ,1 ,0 ,105 ,251 ,64 (61%) ,206 (82%) ,5/26 (19%) ,18/35 (51%) ,1/5 (20%) ,5/10 (50%) ,2/4 (50%) ,6/8 (75%) ,60 ,77 ,30 ,28 ,10 ,8 ,15 ,6 ,1 ,3 ,19 ,5 ,
Premier League ,20/21 ,5 ,Tottenham ,West Ham United ,3 ,3 ,51% ,49% ,11 ,13 ,6 ,4 ,4 ,4 ,1 ,5 ,3 ,7 ,1 ,3 ,13 ,12 ,0 ,5 ,null ,null ,3 ,1 ,2 ,1 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,5 ,10 ,6 ,3 ,2 ,3 ,511 ,459 ,418 (82%) ,374 (81%) ,26/57 (46%) ,27/49 (55%) ,3/12 (25%) ,6/33 (18%) ,10/18 (56%) ,11/18 (61%) ,138 ,164 ,61 ,57 ,15 ,19 ,25 ,14 ,7 ,5 ,30 ,8 ,57% ,43% ,5 ,5 ,4 ,2 ,1 ,2 ,0 ,1 ,0 ,3 ,1 ,2 ,0 ,1 ,null ,null ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,3 ,3 ,2 ,2 ,2 ,1 ,294 ,207 ,253 (86%) ,168 (81%) ,13/26 (50%) ,8/19 (42%) ,2/4 (50%) ,3/13 (23%) ,3/7 (43%) ,4/9 (44%) ,63 ,76 ,31 ,23 ,8 ,7 ,14 ,7 ,3 ,2 ,15 ,4 ,44% ,56% ,6 ,8 ,2 ,2 ,3 ,2 ,1 ,4 ,3 ,4 ,0 ,1 ,0 ,4 ,null ,null ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,2 ,7 ,4 ,1 ,0 ,2 ,217 ,252 ,165 (76%) ,206 (82%) ,13/31 (42%) ,19/30 (63%) ,1/8 (13%) ,3/20 (15%) ,7/11 (64%) ,7/9 (78%) ,75 ,88 ,30 ,34 ,7 ,12 ,11 ,7 ,4 ,3 ,15 ,4 ,
