League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,18/19 ,31 ,Watford ,Southampton ,1 ,1 ,62% ,38% ,15 ,8 ,4 ,4 ,3 ,3 ,8 ,1 ,3 ,4 ,4 ,5 ,10 ,14 ,5 ,2 ,null ,null ,2 ,4 ,2 ,3 ,0 ,2 ,null ,null ,11 ,7 ,4 ,1 ,3 ,3 ,599 ,359 ,475 (79%) ,243 (68%) ,29/68 (43%) ,30/81 (37%) ,4/12 (33%) ,4/12 (33%) ,12/21 (57%) ,9/12 (75%) ,183 ,170 ,54 ,56 ,15 ,17 ,14 ,21 ,11 ,23 ,12 ,27 ,59% ,41% ,7 ,6 ,1 ,3 ,3 ,3 ,3 ,0 ,0 ,2 ,2 ,3 ,2 ,2 ,null ,null ,2 ,4 ,2 ,3 ,0 ,2 ,null ,null ,5 ,6 ,2 ,0 ,2 ,1 ,306 ,206 ,255 (83%) ,162 (79%) ,16/35 (46%) ,15/35 (43%) ,1/3 (33%) ,4/9 (44%) ,1/1 (100%) ,5/6 (83%) ,null ,null ,23 ,20 ,7 ,8 ,8 ,5 ,3 ,11 ,5 ,6 ,65% ,35% ,8 ,2 ,3 ,1 ,0 ,0 ,5 ,1 ,3 ,2 ,2 ,2 ,3 ,0 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,6 ,1 ,2 ,1 ,1 ,2 ,293 ,153 ,220 (75%) ,81 (53%) ,13/33 (39%) ,15/46 (33%) ,3/9 (33%) ,0/3 (0%) ,11/20 (55%) ,4/6 (67%) ,null ,null ,31 ,36 ,8 ,9 ,6 ,16 ,8 ,12 ,7 ,21 ,
Premier League ,18/19 ,31 ,Wolverhampton ,Arsenal ,3 ,1 ,29% ,71% ,11 ,11 ,3 ,1 ,5 ,4 ,3 ,6 ,5 ,5 ,1 ,3 ,12 ,9 ,2 ,3 ,null ,null ,1 ,1 ,null ,null ,null ,null ,null ,null ,8 ,5 ,3 ,6 ,null ,null ,285 ,690 ,212 (74%) ,612 (89%) ,22/52 (42%) ,22/37 (59%) ,4/9 (44%) ,5/16 (31%) ,6/8 (75%) ,10/13 (77%) ,100 ,123 ,43 ,45 ,14 ,17 ,15 ,7 ,22 ,4 ,18 ,3 ,28% ,72% ,9 ,7 ,3 ,0 ,4 ,3 ,2 ,4 ,2 ,2 ,0 ,2 ,1 ,3 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,2 ,3 ,5 ,null ,null ,135 ,340 ,96 (71%) ,299 (88%) ,10/28 (36%) ,12/21 (57%) ,2/3 (67%) ,1/6 (17%) ,4/4 (100%) ,6/7 (86%) ,null ,null ,22 ,20 ,6 ,7 ,7 ,3 ,12 ,3 ,7 ,1 ,30% ,70% ,2 ,4 ,0 ,1 ,1 ,1 ,1 ,2 ,3 ,3 ,1 ,1 ,1 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,3 ,0 ,1 ,null ,null ,150 ,350 ,116 (77%) ,313 (89%) ,12/24 (50%) ,10/16 (63%) ,2/6 (33%) ,4/10 (40%) ,2/4 (50%) ,4/6 (67%) ,null ,null ,21 ,25 ,8 ,10 ,8 ,4 ,10 ,1 ,11 ,2 ,
Premier League ,18/19 ,31 ,Manchester United ,Manchester City ,0 ,2 ,36% ,64% ,12 ,8 ,1 ,5 ,6 ,3 ,5 ,0 ,1 ,1 ,0 ,2 ,10 ,10 ,2 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,0 ,2 ,3 ,5 ,9 ,3 ,3 ,1 ,406 ,702 ,318 (78%) ,609 (87%) ,32/63 (51%) ,28/54 (52%) ,1/8 (13%) ,1/8 (13%) ,12/15 (80%) ,17/25 (68%) ,129 ,127 ,42 ,54 ,8 ,12 ,13 ,14 ,10 ,16 ,12 ,11 ,30% ,70% ,6 ,5 ,1 ,3 ,3 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,1 ,3 ,5 ,2 ,3 ,1 ,163 ,366 ,116 (71%) ,312 (85%) ,13/33 (39%) ,15/29 (52%) ,0/3 (0%) ,0/6 (0%) ,6/9 (67%) ,8/13 (62%) ,null ,null ,24 ,31 ,4 ,8 ,8 ,9 ,7 ,6 ,9 ,3 ,42% ,58% ,6 ,3 ,0 ,2 ,3 ,1 ,3 ,0 ,1 ,0 ,0 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,0 ,2 ,2 ,2 ,4 ,1 ,0 ,0 ,243 ,336 ,202 (83%) ,297 (88%) ,19/30 (63%) ,13/25 (52%) ,1/5 (20%) ,1/2 (50%) ,6/6 (100%) ,9/12 (75%) ,null ,null ,18 ,23 ,4 ,4 ,5 ,5 ,3 ,10 ,3 ,8 ,
Premier League ,18/19 ,32 ,Fulham ,Manchester City ,0 ,2 ,34% ,66% ,5 ,24 ,0 ,7 ,3 ,8 ,2 ,9 ,0 ,11 ,4 ,1 ,4 ,12 ,2 ,0 ,null ,null ,1 ,2 ,1 ,2 ,0 ,1 ,null ,null ,3 ,14 ,2 ,10 ,5 ,0 ,359 ,679 ,283 (79%) ,613 (90%) ,19/55 (35%) ,32/51 (63%) ,4/8 (50%) ,3/20 (15%) ,9/16 (56%) ,9/19 (47%) ,120 ,124 ,53 ,35 ,12 ,6 ,20 ,16 ,12 ,7 ,20 ,12 ,40% ,60% ,3 ,18 ,0 ,6 ,2 ,4 ,1 ,8 ,0 ,7 ,1 ,1 ,0 ,0 ,null ,null ,1 ,1 ,1 ,1 ,0 ,0 ,null ,null ,2 ,10 ,1 ,8 ,4 ,0 ,214 ,315 ,169 (79%) ,278 (88%) ,11/31 (35%) ,16/28 (57%) ,2/2 (100%) ,3/13 (23%) ,4/6 (67%) ,5/8 (63%) ,null ,null ,19 ,15 ,6 ,3 ,6 ,5 ,6 ,5 ,13 ,8 ,28% ,72% ,2 ,6 ,0 ,1 ,1 ,4 ,1 ,1 ,0 ,4 ,3 ,0 ,2 ,0 ,null ,null ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,1 ,4 ,1 ,2 ,1 ,0 ,145 ,364 ,114 (79%) ,335 (92%) ,8/24 (33%) ,16/23 (70%) ,2/6 (33%) ,0/7 (0%) ,5/10 (50%) ,4/11 (36%) ,null ,null ,34 ,20 ,6 ,3 ,14 ,11 ,6 ,2 ,7 ,4 ,
Premier League ,18/19 ,32 ,Brighton & Hove Albion ,Southampton ,0 ,1 ,60% ,40% ,14 ,8 ,1 ,2 ,9 ,4 ,4 ,2 ,6 ,5 ,6 ,0 ,8 ,10 ,1 ,2 ,null ,null ,0 ,1 ,null ,null ,1 ,0 ,0 ,1 ,6 ,7 ,8 ,1 ,1 ,1 ,525 ,346 ,388 (74%) ,217 (63%) ,48/87 (55%) ,14/63 (22%) ,6/21 (29%) ,2/14 (14%) ,13/19 (68%) ,7/15 (47%) ,195 ,177 ,79 ,45 ,36 ,21 ,20 ,9 ,14 ,17 ,18 ,27 ,47% ,53% ,6 ,6 ,0 ,1 ,4 ,3 ,2 ,2 ,2 ,4 ,3 ,0 ,1 ,0 ,null ,null ,0 ,0 ,null ,null ,0 ,0 ,0 ,1 ,2 ,5 ,4 ,1 ,1 ,0 ,196 ,212 ,131 (67%) ,144 (68%) ,20/37 (54%) ,6/30 (20%) ,2/5 (40%) ,2/13 (15%) ,8/12 (67%) ,5/10 (50%) ,null ,null ,38 ,28 ,16 ,13 ,10 ,5 ,7 ,4 ,12 ,6 ,71% ,29% ,8 ,2 ,1 ,1 ,5 ,1 ,2 ,0 ,4 ,1 ,3 ,0 ,0 ,2 ,null ,null ,0 ,1 ,null ,null ,1 ,0 ,0 ,0 ,4 ,2 ,4 ,0 ,0 ,1 ,329 ,134 ,257 (78%) ,73 (54%) ,28/50 (56%) ,8/33 (24%) ,4/16 (25%) ,0/1 (0%) ,5/7 (71%) ,2/5 (40%) ,null ,null ,41 ,17 ,20 ,8 ,10 ,4 ,7 ,13 ,6 ,21 ,
Premier League ,18/19 ,32 ,Burnley ,Wolverhampton ,2 ,0 ,37% ,63% ,6 ,8 ,1 ,1 ,3 ,3 ,2 ,4 ,1 ,5 ,1 ,2 ,12 ,10 ,1 ,1 ,null ,null ,1 ,0 ,1 ,0 ,1 ,0 ,null ,null ,5 ,6 ,1 ,2 ,1 ,0 ,322 ,534 ,206 (64%) ,413 (77%) ,30/76 (39%) ,24/63 (38%) ,2/7 (29%) ,6/22 (27%) ,6/11 (55%) ,16/23 (70%) ,159 ,170 ,67 ,69 ,36 ,27 ,15 ,16 ,6 ,5 ,28 ,10 ,42% ,58% ,2 ,2 ,0 ,0 ,2 ,1 ,0 ,1 ,0 ,3 ,0 ,2 ,0 ,0 ,null ,null ,1 ,0 ,1 ,0 ,1 ,0 ,null ,null ,1 ,1 ,1 ,1 ,0 ,0 ,178 ,239 ,117 (66%) ,171 (72%) ,16/41 (39%) ,13/37 (35%) ,1/3 (33%) ,2/9 (22%) ,4/5 (80%) ,5/7 (71%) ,null ,null ,35 ,32 ,19 ,18 ,6 ,4 ,4 ,3 ,18 ,5 ,32% ,68% ,4 ,6 ,1 ,1 ,1 ,2 ,2 ,3 ,1 ,2 ,1 ,0 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,4 ,5 ,0 ,1 ,1 ,0 ,144 ,295 ,89 (62%) ,242 (82%) ,14/35 (40%) ,11/26 (42%) ,1/4 (25%) ,4/13 (31%) ,2/6 (33%) ,11/16 (69%) ,null ,null ,32 ,37 ,17 ,9 ,9 ,12 ,2 ,2 ,10 ,5 ,
Premier League ,18/19 ,32 ,Crystal Palace ,Huddersfield Town ,2 ,0 ,48% ,52% ,19 ,15 ,5 ,5 ,6 ,7 ,8 ,3 ,5 ,5 ,6 ,3 ,10 ,7 ,null ,null ,null ,null ,5 ,1 ,3 ,1 ,null ,null ,1 ,1 ,15 ,11 ,4 ,4 ,5 ,4 ,423 ,449 ,325 (77%) ,339 (76%) ,28/62 (45%) ,33/74 (45%) ,4/12 (33%) ,5/21 (24%) ,14/22 (64%) ,10/12 (83%) ,154 ,162 ,63 ,47 ,27 ,13 ,15 ,14 ,17 ,15 ,13 ,22 ,43% ,57% ,8 ,7 ,1 ,2 ,2 ,4 ,5 ,1 ,1 ,2 ,3 ,2 ,null ,null ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,0 ,0 ,5 ,5 ,3 ,2 ,2 ,1 ,203 ,274 ,158 (78%) ,215 (78%) ,12/30 (40%) ,18/40 (45%) ,2/5 (40%) ,3/7 (43%) ,6/10 (60%) ,3/5 (60%) ,null ,null ,34 ,20 ,16 ,6 ,10 ,7 ,11 ,6 ,4 ,6 ,54% ,46% ,11 ,8 ,4 ,3 ,4 ,3 ,3 ,2 ,4 ,3 ,3 ,1 ,null ,null ,null ,null ,4 ,0 ,2 ,0 ,null ,null ,1 ,1 ,10 ,6 ,1 ,2 ,3 ,3 ,220 ,175 ,167 (76%) ,124 (71%) ,16/32 (50%) ,15/34 (44%) ,2/7 (29%) ,2/14 (14%) ,8/12 (67%) ,7/7 (100%) ,null ,null ,29 ,27 ,11 ,7 ,5 ,7 ,6 ,9 ,9 ,16 ,
Premier League ,18/19 ,32 ,Leicester City ,Bournemouth ,2 ,0 ,58% ,42% ,18 ,8 ,4 ,2 ,9 ,4 ,5 ,2 ,6 ,1 ,3 ,1 ,6 ,12 ,0 ,2 ,null ,null ,2 ,1 ,1 ,1 ,null ,null ,null ,null ,10 ,2 ,8 ,6 ,2 ,2 ,605 ,423 ,510 (84%) ,333 (79%) ,41/74 (55%) ,14/42 (33%) ,3/19 (16%) ,1/12 (8%) ,14/24 (58%) ,9/17 (53%) ,148 ,146 ,64 ,48 ,23 ,18 ,15 ,15 ,10 ,16 ,19 ,22 ,54% ,46% ,7 ,6 ,2 ,2 ,4 ,3 ,1 ,1 ,3 ,0 ,2 ,1 ,0 ,0 ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,null ,null ,3 ,2 ,4 ,4 ,2 ,1 ,281 ,238 ,232 (83%) ,186 (78%) ,26/46 (57%) ,12/27 (44%) ,0/9 (0%) ,1/6 (17%) ,4/9 (44%) ,5/5 (100%) ,null ,null ,27 ,27 ,13 ,12 ,4 ,9 ,8 ,8 ,9 ,7 ,63% ,37% ,11 ,2 ,2 ,0 ,5 ,1 ,4 ,1 ,3 ,1 ,1 ,0 ,0 ,2 ,null ,null ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,7 ,0 ,4 ,2 ,0 ,1 ,324 ,185 ,278 (86%) ,147 (79%) ,15/28 (54%) ,2/15 (13%) ,3/10 (30%) ,0/6 (0%) ,10/15 (67%) ,4/12 (33%) ,null ,null ,37 ,21 ,10 ,6 ,11 ,6 ,2 ,8 ,10 ,15 ,
Premier League ,18/19 ,32 ,Manchester United ,Watford ,2 ,1 ,51% ,49% ,8 ,20 ,5 ,8 ,1 ,6 ,2 ,6 ,3 ,5 ,4 ,3 ,14 ,9 ,1 ,2 ,null ,null ,5 ,1 ,3 ,0 ,null ,null ,2 ,0 ,5 ,11 ,3 ,9 ,7 ,3 ,431 ,399 ,340 (79%) ,323 (81%) ,30/54 (56%) ,27/50 (54%) ,1/8 (13%) ,1/19 (5%) ,9/14 (64%) ,9/20 (45%) ,132 ,133 ,49 ,57 ,15 ,24 ,16 ,13 ,10 ,12 ,35 ,15 ,56% ,44% ,5 ,8 ,2 ,3 ,1 ,2 ,2 ,3 ,2 ,2 ,1 ,3 ,0 ,1 ,null ,null ,3 ,0 ,2 ,0 ,null ,null ,2 ,0 ,2 ,6 ,3 ,2 ,3 ,1 ,264 ,201 ,210 (80%) ,160 (80%) ,16/29 (55%) ,14/27 (52%) ,1/5 (20%) ,0/8 (0%) ,7/11 (64%) ,4/10 (40%) ,null ,null ,27 ,28 ,7 ,13 ,9 ,8 ,8 ,8 ,15 ,12 ,45% ,55% ,3 ,12 ,3 ,5 ,0 ,4 ,0 ,3 ,1 ,3 ,3 ,0 ,1 ,1 ,null ,null ,2 ,1 ,1 ,0 ,null ,null ,0 ,0 ,3 ,5 ,0 ,7 ,4 ,2 ,167 ,198 ,130 (78%) ,163 (82%) ,14/25 (56%) ,13/23 (57%) ,0/3 (0%) ,1/11 (9%) ,2/3 (67%) ,5/10 (50%) ,null ,null ,22 ,29 ,8 ,11 ,7 ,5 ,2 ,4 ,20 ,3 ,
Premier League ,18/19 ,32 ,West Ham United ,Everton ,0 ,2 ,49% ,51% ,3 ,17 ,1 ,9 ,2 ,4 ,0 ,4 ,4 ,9 ,2 ,3 ,7 ,14 ,1 ,1 ,null ,null ,0 ,4 ,0 ,3 ,0 ,1 ,1 ,0 ,0 ,14 ,3 ,3 ,7 ,1 ,420 ,431 ,329 (78%) ,340 (79%) ,27/56 (48%) ,29/58 (50%) ,5/17 (29%) ,5/21 (24%) ,7/20 (35%) ,12/21 (57%) ,158 ,152 ,63 ,62 ,21 ,20 ,23 ,24 ,14 ,19 ,23 ,21 ,45% ,55% ,3 ,9 ,1 ,7 ,2 ,1 ,0 ,1 ,2 ,3 ,1 ,1 ,0 ,1 ,null ,null ,0 ,3 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,9 ,3 ,0 ,5 ,1 ,206 ,243 ,158 (77%) ,197 (81%) ,14/28 (50%) ,16/30 (53%) ,2/6 (33%) ,3/8 (38%) ,1/7 (14%) ,7/12 (58%) ,null ,null ,26 ,37 ,8 ,15 ,13 ,12 ,6 ,11 ,13 ,10 ,53% ,47% ,0 ,8 ,0 ,2 ,0 ,3 ,0 ,3 ,2 ,6 ,1 ,2 ,1 ,0 ,null ,null ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,5 ,0 ,3 ,2 ,0 ,214 ,188 ,171 (80%) ,143 (76%) ,13/28 (46%) ,13/28 (46%) ,3/11 (27%) ,2/13 (15%) ,6/13 (46%) ,5/9 (56%) ,null ,null ,37 ,25 ,13 ,5 ,10 ,12 ,8 ,8 ,10 ,11 ,
Premier League ,18/19 ,32 ,Cardiff City ,Chelsea ,1 ,2 ,28% ,72% ,8 ,21 ,3 ,3 ,4 ,9 ,1 ,9 ,2 ,7 ,2 ,1 ,8 ,14 ,2 ,3 ,null ,null ,0 ,3 ,0 ,1 ,null ,null ,0 ,1 ,4 ,11 ,4 ,10 ,1 ,2 ,239 ,592 ,132 (55%) ,493 (83%) ,21/79 (27%) ,23/46 (50%) ,3/9 (33%) ,3/13 (23%) ,10/14 (71%) ,17/25 (68%) ,149 ,151 ,72 ,60 ,21 ,25 ,27 ,10 ,14 ,9 ,23 ,20 ,26% ,74% ,4 ,6 ,1 ,0 ,3 ,4 ,0 ,2 ,1 ,3 ,2 ,0 ,0 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,3 ,2 ,1 ,4 ,0 ,1 ,121 ,340 ,68 (56%) ,287 (84%) ,9/37 (24%) ,11/26 (42%) ,2/3 (67%) ,0/4 (0%) ,6/9 (67%) ,6/9 (67%) ,null ,null ,35 ,25 ,11 ,10 ,12 ,6 ,7 ,4 ,11 ,9 ,31% ,69% ,4 ,15 ,2 ,3 ,1 ,5 ,1 ,7 ,1 ,4 ,0 ,1 ,2 ,2 ,null ,null ,0 ,3 ,0 ,1 ,null ,null ,0 ,1 ,1 ,9 ,3 ,6 ,1 ,1 ,118 ,252 ,64 (54%) ,206 (82%) ,12/42 (29%) ,12/20 (60%) ,1/6 (17%) ,3/9 (33%) ,4/5 (80%) ,11/16 (69%) ,null ,null ,37 ,35 ,10 ,15 ,15 ,4 ,7 ,5 ,12 ,11 ,
Premier League ,18/19 ,32 ,Liverpool ,Tottenham ,2 ,1 ,48% ,52% ,14 ,11 ,3 ,2 ,8 ,7 ,3 ,2 ,10 ,3 ,2 ,2 ,5 ,8 ,0 ,1 ,null ,null ,1 ,1 ,null ,null ,1 ,0 ,1 ,1 ,7 ,6 ,7 ,5 ,1 ,2 ,445 ,485 ,358 (80%) ,392 (81%) ,42/69 (61%) ,31/70 (44%) ,7/23 (30%) ,1/13 (8%) ,4/16 (25%) ,9/19 (47%) ,142 ,139 ,42 ,40 ,13 ,10 ,18 ,16 ,8 ,8 ,19 ,25 ,56% ,44% ,5 ,5 ,1 ,0 ,4 ,4 ,0 ,1 ,3 ,1 ,1 ,1 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,1 ,0 ,0 ,0 ,1 ,1 ,4 ,4 ,0 ,0 ,289 ,224 ,241 (83%) ,178 (79%) ,27/39 (69%) ,11/35 (31%) ,1/9 (11%) ,0/4 (0%) ,2/7 (29%) ,4/8 (50%) ,null ,null ,23 ,17 ,6 ,3 ,11 ,8 ,2 ,6 ,6 ,9 ,39% ,61% ,9 ,6 ,2 ,2 ,4 ,3 ,3 ,1 ,7 ,2 ,1 ,1 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,0 ,0 ,1 ,1 ,6 ,5 ,3 ,1 ,1 ,2 ,156 ,261 ,117 (75%) ,214 (82%) ,15/30 (50%) ,20/35 (57%) ,6/14 (43%) ,1/9 (11%) ,2/9 (22%) ,5/11 (45%) ,null ,null ,19 ,23 ,7 ,7 ,7 ,8 ,6 ,2 ,13 ,16 ,
Premier League ,18/19 ,32 ,Arsenal ,Newcastle United ,2 ,0 ,70% ,30% ,7 ,3 ,4 ,1 ,1 ,2 ,2 ,0 ,6 ,2 ,2 ,2 ,11 ,10 ,2 ,0 ,null ,null ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,6 ,1 ,1 ,2 ,1 ,1 ,700 ,285 ,600 (86%) ,186 (65%) ,26/50 (52%) ,22/62 (35%) ,4/18 (22%) ,2/10 (20%) ,6/16 (38%) ,5/8 (63%) ,157 ,149 ,49 ,48 ,21 ,16 ,13 ,17 ,9 ,18 ,17 ,23 ,74% ,26% ,3 ,1 ,2 ,1 ,0 ,0 ,1 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,2 ,1 ,1 ,0 ,1 ,0 ,410 ,139 ,357 (87%) ,88 (63%) ,14/24 (58%) ,12/34 (35%) ,2/10 (20%) ,1/5 (20%) ,3/7 (43%) ,4/5 (80%) ,null ,null ,25 ,28 ,12 ,10 ,7 ,7 ,3 ,8 ,8 ,14 ,65% ,35% ,4 ,2 ,2 ,0 ,1 ,2 ,1 ,0 ,3 ,0 ,1 ,2 ,2 ,0 ,null ,null ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,4 ,0 ,0 ,2 ,0 ,1 ,290 ,146 ,243 (84%) ,98 (67%) ,12/26 (46%) ,10/28 (36%) ,2/8 (25%) ,1/5 (20%) ,3/9 (33%) ,1/3 (33%) ,null ,null ,24 ,20 ,9 ,6 ,6 ,10 ,6 ,10 ,9 ,9 ,
Premier League ,18/19 ,33 ,Watford ,Fulham ,4 ,1 ,46% ,54% ,15 ,17 ,7 ,7 ,1 ,3 ,7 ,7 ,6 ,4 ,2 ,0 ,12 ,5 ,3 ,2 ,null ,null ,2 ,3 ,0 ,2 ,null ,null ,0 ,1 ,12 ,15 ,3 ,2 ,6 ,3 ,462 ,531 ,376 (81%) ,460 (87%) ,21/44 (48%) ,38/60 (63%) ,2/18 (11%) ,6/22 (27%) ,11/22 (50%) ,14/23 (61%) ,141 ,126 ,51 ,65 ,14 ,21 ,22 ,18 ,9 ,8 ,15 ,24 ,43% ,57% ,5 ,9 ,1 ,3 ,1 ,3 ,3 ,3 ,0 ,1 ,0 ,0 ,1 ,0 ,null ,null ,0 ,1 ,0 ,0 ,null ,null ,0 ,1 ,4 ,7 ,1 ,2 ,2 ,0 ,244 ,310 ,198 (81%) ,272 (88%) ,10/22 (45%) ,21/32 (66%) ,1/3 (33%) ,3/14 (21%) ,6/12 (50%) ,9/13 (69%) ,null ,null ,22 ,31 ,5 ,6 ,9 ,10 ,6 ,6 ,5 ,3 ,50% ,50% ,10 ,8 ,6 ,4 ,0 ,0 ,4 ,4 ,6 ,3 ,2 ,0 ,2 ,2 ,null ,null ,2 ,2 ,0 ,2 ,null ,null ,0 ,0 ,8 ,8 ,2 ,0 ,4 ,3 ,218 ,221 ,178 (82%) ,188 (85%) ,11/22 (50%) ,17/28 (61%) ,1/15 (7%) ,3/8 (38%) ,5/10 (50%) ,5/10 (50%) ,null ,null ,29 ,34 ,9 ,15 ,13 ,8 ,3 ,2 ,10 ,21 ,
